"url","local_url","local_file","status","bytes","note"
"http://cornerstonerestaurants.files.wordpress.com/2012/11/d110w_devonjones_ladies_pimapique_ls_polo_sm.jpg?w=150","/images/imported/cornerstonerestaurants-files-wordpress-com/d110w-devonjones-ladies-pimapique-ls-polo-sm-1dc92fe26992.jpg","images/imported/cornerstonerestaurants-files-wordpress-com/d110w-devonjones-ladies-pimapique-ls-polo-sm-1dc92fe26992.jpg","ok","8019",""
"http://cornerstonerestaurants.files.wordpress.com/2012/11/z0083_cat_md.jpg?w=150","/images/imported/cornerstonerestaurants-files-wordpress-com/z0083-cat-md-08a8aa5c8f68.jpg","images/imported/cornerstonerestaurants-files-wordpress-com/z0083-cat-md-08a8aa5c8f68.jpg","ok","11613",""
"http://d3sva65x0i5hnc.cloudfront.net/V01p611003.jpg","/images/imported/d3sva65x0i5hnc-cloudfront-net/v01p611003-1a86d090e634.jpg","images/imported/d3sva65x0i5hnc-cloudfront-net/v01p611003-1a86d090e634.jpg","ok","2018",""
"http://d3sva65x0i5hnc.cloudfront.net/V01p611004.jpg","/images/imported/d3sva65x0i5hnc-cloudfront-net/v01p611004-aced24746ca4.jpg","images/imported/d3sva65x0i5hnc-cloudfront-net/v01p611004-aced24746ca4.jpg","ok","2070",""
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15-1024x768.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15-1536x1152.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15-300x225.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15-768x576.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://darrellwolfe.com/wp-content/uploads/2024/03/FantasyMap_2024-03-15-850x638.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://disney.wikia.com/wiki/Yoda/Gallery?file=TPM-CGYoda.jpg","","","failed","0","The remote server returned an error: (403) Forbidden."
"http://ecx.images-amazon.com/images/I/313w%2BVJiB5L._SL125_.jpg","/images/imported/ecx-images-amazon-com/313w-vjib5l-sl125-70ae7d225d87.jpg","images/imported/ecx-images-amazon-com/313w-vjib5l-sl125-70ae7d225d87.jpg","ok","2616",""
"http://ecx.images-amazon.com/images/I/415b%2By26Y5L._SL125_.jpg","/images/imported/ecx-images-amazon-com/415b-y26y5l-sl125-eea562b7dcdf.jpg","images/imported/ecx-images-amazon-com/415b-y26y5l-sl125-eea562b7dcdf.jpg","ok","2355",""
"http://ecx.images-amazon.com/images/I/41GvZ8nw6iL._SL125_.jpg","/images/imported/ecx-images-amazon-com/41gvz8nw6il-sl125-f824c48ea05b.jpg","images/imported/ecx-images-amazon-com/41gvz8nw6il-sl125-f824c48ea05b.jpg","ok","2220",""
"http://ecx.images-amazon.com/images/I/41saGKoQ8kL._SL125_.jpg","/images/imported/ecx-images-amazon-com/41sagkoq8kl-sl125-ad43e39677f4.jpg","images/imported/ecx-images-amazon-com/41sagkoq8kl-sl125-ad43e39677f4.jpg","ok","3159",""
"http://ecx.images-amazon.com/images/I/512igN5OEiL._SL125_.jpg","/images/imported/ecx-images-amazon-com/512ign5oeil-sl125-f8ecd9ea0793.jpg","images/imported/ecx-images-amazon-com/512ign5oeil-sl125-f8ecd9ea0793.jpg","ok","3875",""
"http://ecx.images-amazon.com/images/I/513cU-P7K8L._SL125_.jpg","/images/imported/ecx-images-amazon-com/513cu-p7k8l-sl125-e27f48509b94.jpg","images/imported/ecx-images-amazon-com/513cu-p7k8l-sl125-e27f48509b94.jpg","ok","4082",""
"http://ecx.images-amazon.com/images/I/517LV72u4VL._SL125_.jpg","/images/imported/ecx-images-amazon-com/517lv72u4vl-sl125-820ff5d6d0bf.jpg","images/imported/ecx-images-amazon-com/517lv72u4vl-sl125-820ff5d6d0bf.jpg","ok","5016",""
"http://ecx.images-amazon.com/images/I/517LV72u4VL._SL210_.jpg","/images/imported/ecx-images-amazon-com/517lv72u4vl-sl210-980affe66cdb.jpg","images/imported/ecx-images-amazon-com/517lv72u4vl-sl210-980affe66cdb.jpg","ok","10468",""
"http://ecx.images-amazon.com/images/I/51hozwvWQkL._SL125_.jpg","/images/imported/ecx-images-amazon-com/51hozwvwqkl-sl125-d56c6d671c0c.jpg","images/imported/ecx-images-amazon-com/51hozwvwqkl-sl125-d56c6d671c0c.jpg","ok","4822",""
"http://ecx.images-amazon.com/images/I/51K04sFGC7L._SL125_.jpg","/images/imported/ecx-images-amazon-com/51k04sfgc7l-sl125-0a071de104b8.jpg","images/imported/ecx-images-amazon-com/51k04sfgc7l-sl125-0a071de104b8.jpg","ok","3507",""
"http://ecx.images-amazon.com/images/I/51Osk63EaBL._SL125_.jpg","/images/imported/ecx-images-amazon-com/51osk63eabl-sl125-a1a09ad802d9.jpg","images/imported/ecx-images-amazon-com/51osk63eabl-sl125-a1a09ad802d9.jpg","ok","4663",""
"http://ecx.images-amazon.com/images/I/51OTGg3bMAL._SL125_.jpg","/images/imported/ecx-images-amazon-com/51otgg3bmal-sl125-a54d42379218.jpg","images/imported/ecx-images-amazon-com/51otgg3bmal-sl125-a54d42379218.jpg","ok","3676",""
"http://ecx.images-amazon.com/images/I/51-UK4ZC7WL._SL125_.jpg","/images/imported/ecx-images-amazon-com/51-uk4zc7wl-sl125-84309983b052.jpg","images/imported/ecx-images-amazon-com/51-uk4zc7wl-sl125-84309983b052.jpg","ok","4176",""
"http://ecx.images-amazon.com/images/I/51zF9QAR0FL._SL125_.jpg","/images/imported/ecx-images-amazon-com/51zf9qar0fl-sl125-63d95d244688.jpg","images/imported/ecx-images-amazon-com/51zf9qar0fl-sl125-63d95d244688.jpg","ok","3925",""
"http://embed.yelpcdn.com/assets/2/www/img/325472601571/p.gif","/images/imported/embed-yelpcdn-com/p-a773d118ea49.gif","images/imported/embed-yelpcdn-com/p-a773d118ea49.gif","ok","43",""
"http://emic.org/images/media/icons_watch_listen_buy.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://en.wikipedia.org/wiki/File:Denver_International_Airport_terminal.jpg","/images/imported/en-wikipedia-org/denver-international-airport-terminal-6d1d4365d1ff.jpg","images/imported/en-wikipedia-org/denver-international-airport-terminal-6d1d4365d1ff.jpg","ok","93184",""
"http://en.wikipedia.org/wiki/File:Rothenburg_ob_der_Tauber_2011_St_Jakob_002.JPG","/images/imported/en-wikipedia-org/rothenburg-ob-der-tauber-2011-st-jakob-002-13632cbc792c.jpg","images/imported/en-wikipedia-org/rothenburg-ob-der-tauber-2011-st-jakob-002-13632cbc792c.jpg","ok","108812",""
"http://essentialdecibels.com/blog/wp-content/uploads/2011/08/Channel-Strip.jpg","/images/imported/essentialdecibels-com/channel-strip-2b667e960f5e.jpg","images/imported/essentialdecibels-com/channel-strip-2b667e960f5e.jpg","ok","25454",""
"http://essentialdecibels.com/blog/wp-content/uploads/2011/08/PA-Signal-Flow-Diagram.jpg","/images/imported/essentialdecibels-com/pa-signal-flow-diagram-38f37a76bcfb.jpg","images/imported/essentialdecibels-com/pa-signal-flow-diagram-38f37a76bcfb.jpg","ok","127768",""
"http://external.ak.fbcdn.net/safe_image.php?d=AQBcdT_pa4b8ViqS&amp;w=90&amp;h=90&amp;url=http%3A%2F%2Fwww.guttmacher.org%2Fgraphics%2Ffactsheets%2F2011%2F01%2F10%2FIB-induced-abortion-c2.gif","","","failed","0","The remote name could not be resolved: 'external.ak.fbcdn.net'"
"http://fractalfoundation.wolfesongs.com/wp-content/uploads/2009/01/sierpinski-zoom41.gif","/images/imported/fractalfoundation-wolfesongs-com/sierpinski-zoom41-46bdaf23b592.gif","images/imported/fractalfoundation-wolfesongs-com/sierpinski-zoom41-46bdaf23b592.gif","ok","83012",""
"http://g-ecx.images-amazon.com/images/G/01/associates/storebuilder/add-to-cart-yellow._V156424126_.png","/images/imported/g-ecx-images-amazon-com/add-to-cart-yellow-v156424126-6a3277ce7d36.png","images/imported/g-ecx-images-amazon-com/add-to-cart-yellow-v156424126-6a3277ce7d36.png","ok","3725",""
"http://geology.com/county-map/idaho-county-map.gif","/images/imported/geology-com/idaho-county-map-032aab909fe1.gif","images/imported/geology-com/idaho-county-map-032aab909fe1.gif","ok","30364",""
"http://geology.com/county-map/texas-county-map.gif","/images/imported/geology-com/texas-county-map-e3b88f679e35.gif","images/imported/geology-com/texas-county-map-e3b88f679e35.gif","ok","106520",""
"http://holmechristianfellowship.org/romansword.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://i.ytimg.com/vi/bQYcMdmoe0s/0.jpg","/images/imported/i-ytimg-com/0-9fcea63d845e.jpg","images/imported/i-ytimg-com/0-9fcea63d845e.jpg","ok","19499",""
"http://images.amazon.com/images/G/01/associates/network/star45_tpng.png","/images/imported/images-amazon-com/star45-tpng-ea65fd3a5f60.png","images/imported/images-amazon-com/star45-tpng-ea65fd3a5f60.png","ok","537",""
"http://images.medicinenet.com/images/illustrations/ear_cutaway.jpg","/images/imported/images-medicinenet-com/ear-cutaway-7a151aa4b541.jpg","images/imported/images-medicinenet-com/ear-cutaway-7a151aa4b541.jpg","ok","31706",""
"http://img.youtube.com/vi/MNPoxmwLC1c/0.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://img.youtube.com/vi/rn9V0cN4NWs/0.jpg","/images/imported/img-youtube-com/0-13de58ba4d4f.jpg","images/imported/img-youtube-com/0-13de58ba4d4f.jpg","ok","8170",""
"http://img.youtube.com/vi/-RZ1pLXX55M/0.jpg","/images/imported/img-youtube-com/0-e256ac88f1d5.jpg","images/imported/img-youtube-com/0-e256ac88f1d5.jpg","ok","16815",""
"http://img.youtube.com/vi/YsZKvLnf7wU/0.jpg","/images/imported/img-youtube-com/0-3e9ca83cc75f.jpg","images/imported/img-youtube-com/0-3e9ca83cc75f.jpg","ok","12572",""
"http://img1.blogblog.com/img/icon18_email.gif","/images/imported/img1-blogblog-com/icon18-email-19eb01103c9c.gif","images/imported/img1-blogblog-com/icon18-email-19eb01103c9c.gif","ok","164",""
"http://img1.blogblog.com/img/icon18_wrench_allbkg.png","/images/imported/img1-blogblog-com/icon18-wrench-allbkg-d9d169315164.png","images/imported/img1-blogblog-com/icon18-wrench-allbkg-d9d169315164.png","ok","475",""
"http://img1.wikia.nocookie.net/__cb20130417191951/disney/images/thumb/c/cf/TPM-CGYoda.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://itsybitsysteps.com/wp-content/uploads/2011/08/broken-mirror.jpg","","","failed","0","The remote name could not be resolved: 'itsybitsysteps.com'"
"http://kogconcepts.files.wordpress.com/2011/05/billboard-end-of-the-world-2011.jpg?w=630","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030529.jpg","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030529.jpg?w=150","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030529.jpg?w=150&amp;h=112","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030530.jpg","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030530.jpg?w=630","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030532.jpg","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030532.jpg?w=150","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/10/p1030532.jpg?w=150&amp;h=112","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/11/you-dont-have-to-be-gay-anymore-by-jeff-konrad.jpg?w=630","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/12/alien_asgard_stargate.jpg","","","failed","0","The remote server returned an error: (410) Gone."
"http://kogconcepts.files.wordpress.com/2011/12/alien_asgard_stargate.jpg?w=100&amp;h=150","","","failed","0","The remote server returned an error: (410) Gone."
"http://l.yimg.com/g/images/cc_icon_attribution_small.gif","","","failed","0","The remote server returned an error: (403) Forbidden."
"http://mrescience.com/images/earth/thumbs/chap_05/chap_05_010.jpg","/images/imported/mrescience-com/chap-05-010-00190975f41a.jpg","images/imported/mrescience-com/chap-05-010-00190975f41a.jpg","ok","6237",""
"http://photos3.zillow.com/p_h/IS1tx0wr3y0mvtv.jpg","","","failed","0","The remote name could not be resolved: 'photos3.zillow.com'"
"http://profile.ak.fbcdn.net/hprofile-ak-snc4/211573_1161581523_2554096_q.jpg","","","failed","0","The remote name could not be resolved: 'profile.ak.fbcdn.net'"
"http://quickfacts.census.gov/qfd/img/counties/stout06.gif","","","failed","0","The remote name could not be resolved: 'quickfacts.census.gov'"
"http://quickfacts.census.gov/qfd/img/counties/stout48.gif","","","failed","0","The remote name could not be resolved: 'quickfacts.census.gov'"
"http://s3.amazonaws.com/foodspotting-ec2/reviews/3815137/thumb_600.JPG?1374018083","","","failed","0","The remote server returned an error: (403) Forbidden."
"http://s3-media1.ak.yelpcdn.com/bphoto/CK_lIJ3P73xKH5j9x2UsCw/l.jpg","/images/imported/s3-media1-ak-yelpcdn-com/l-a7c3f2329f34.jpg","images/imported/s3-media1-ak-yelpcdn-com/l-a7c3f2329f34.jpg","ok","30688",""
"http://s3-media3.ak.yelpcdn.com/assets/2/www/img/e032d2ce3596/sprites/biz_details.png","/images/imported/s3-media3-ak-yelpcdn-com/biz-details-a93d8d3cb899.png","images/imported/s3-media3-ak-yelpcdn-com/biz-details-a93d8d3cb899.png","ok","22144",""
"http://sp.dictionary.com/dictstatic/g/d/dictionary_questionbutton_default.gif","","","failed","0","The remote name could not be resolved: 'sp.dictionary.com'"
"http://sp.dictionary.com/dictstatic/g/d/speaker.gif","","","failed","0","The remote name could not be resolved: 'sp.dictionary.com'"
"http://sp2.dictionary.com/en/i/dictionary/favorites/favorite_button.png","","","failed","0","The remote name could not be resolved: 'sp2.dictionary.com'"
"http://ssl.gstatic.com/dictionary/static/images/icons/1/pronunciation.png","/images/imported/ssl-gstatic-com/pronunciation-deaaa031c46d.png","images/imported/ssl-gstatic-com/pronunciation-deaaa031c46d.png","ok","170",""
"http://starwars.wikia.com/wiki/Deflector_shield?file=Gungan_Shield.png","","","failed","0","The remote server returned an error: (403) Forbidden."
"http://static.ak.fbcdn.net/rsrc.php/v1/yA/r/4WSewcWboV8.png","","","failed","0","The remote name could not be resolved: 'static.ak.fbcdn.net'"
"http://towdah.files.wordpress.com/2010/04/lexicon-for-towdah.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://towdah.files.wordpress.com/2010/04/lexicon-for-towdah.jpg?w=450&amp;h=265","","","failed","0","The remote server returned an error: (404) Not Found."
"http://towdah.wordpress.com/wp-admin/Praising-hands.svg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://upload.wikimedia.org/math/0/1/5/0152a6d4d6bd46b7471954f72a74efa3.png","/images/imported/upload-wikimedia-org/0152a6d4d6bd46b7471954f72a74efa3-583bd78117bc.png","images/imported/upload-wikimedia-org/0152a6d4d6bd46b7471954f72a74efa3-583bd78117bc.png","ok","415",""
"http://upload.wikimedia.org/math/5/2/c/52c7687643df1c12231b39e324850586.png","/images/imported/upload-wikimedia-org/52c7687643df1c12231b39e324850586-02fea74d2e6e.png","images/imported/upload-wikimedia-org/52c7687643df1c12231b39e324850586-02fea74d2e6e.png","ok","451",""
"http://upload.wikimedia.org/wikipedia/commons/0/0b/Las_Colinas_APT.jpg","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Roman_Empire_Trajan_117AD.png","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Speaker_Icon.svg","","","failed","0","The remote server returned an error: (400) Bad Request."
"http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Moodswingerscale.svg","","","failed","0","The remote server returned an error: (400) Bad Request."
"http://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Interference_of_sine_waves.JPG","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Cardioid_Subwoofer_Array.png","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Standingwaves.svg","","","failed","0","The remote server returned an error: (400) Bad Request."
"http://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Spirit_Airlines_logo.svg","","","failed","0","The remote server returned an error: (400) Bad Request."
"http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Loudspeaker.svg","","","failed","0","The remote server returned an error: (400) Bad Request."
"http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Round_%27em_up.jpg","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Diadochen1.png","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Neo-Babylonian_Empire.png","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/d/db/End-fire_Subwoofer_Array.png","","","failed","0","The remote server returned an error: (429) Too many requests (f061ab2)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Roman_Republic_Empire_map.gif","","","failed","0","The remote server returned an error: (429) Your request does not comply with our robot policy, https://w.wiki/4wJS. Please contact noc@wikimedia.org for further information (0fa5166)."
"http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Equaliser-section.jpg","","","failed","0","The remote server returned an error: (429) Your request does not comply with our robot policy, https://w.wiki/4wJS. Please contact noc@wikimedia.org for further information (0fa5166)."
"http://webr.emv2.com/kcm/email/f2f/en/bg.jpg","","","failed","0","Unable to connect to the remote server"
"http://www.ancient.eu.com/uploads/images/265.png","","","failed","0","The remote server returned an error: (403) Forbidden."
"http://www.beretta.com/assets/2/7/MainFCKEditorDimension/Nano_with_Crimson_Trace_Laser1.jpg","/images/imported/www-beretta-com/nano-with-crimson-trace-laser1-5df8f4fd9161.jpg","images/imported/www-beretta-com/nano-with-crimson-trace-laser1-5df8f4fd9161.jpg","ok","212",""
"http://www.blogger.com/wiki/File:Round_%27em_up.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.blueletterbible.org/gifs/copyChkboxOff.gif","","","failed","0","The request was aborted: The connection was closed unexpectedly."
"http://www.brainyquote.com/photos/m/murielrukeyser131826.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.dart.org/images/stations/aptmap.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.etymonline.com/graphics/dictionary.gif","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.gobankingrates.com/system/uploads/ATM-transaction-fees.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.independentrecording.net/irn/resources/freqchart/images/main_chart.jpg","","","failed","0","The underlying connection was closed: The connection was closed unexpectedly."
"http://www.mediacollege.com/audio/images/system02.gif","/images/imported/www-mediacollege-com/system02-933503f40ac0.gif","images/imported/www-mediacollege-com/system02-933503f40ac0.gif","ok","4715",""
"http://www.merriam-webster.com/images/hdr_mw_logo_area_160px.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.merriam-webster.com/styles/default/images/reference/audio-pron-hw.gif","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.merriam-webster.com/styles/default/images/reference/external.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.merriam-webster.com/styles/default/images/reference/list-bullet.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.myfico.com/images/CreditEducation/ce_FICO-Score-chart.png","/images/imported/www-myfico-com/ce-fico-score-chart-89d1a69f8af2.png","images/imported/www-myfico-com/ce-fico-score-chart-89d1a69f8af2.png","ok","40479",""
"http://www.nap.edu/books/0309063647/xhtml/images/img00104.jpg","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.painting-palace.com/files/110/10959_Christ_in_the_House_of_Mary_and_Martha_f.jpg","/images/imported/www-painting-palace-com/10959-christ-in-the-house-of-mary-and-martha-f-1ced639f970e.jpg","images/imported/www-painting-palace-com/10959-christ-in-the-house-of-mary-and-martha-f-1ced639f970e.jpg","ok","108090",""
"http://www.pearsonsministries.com/images/stories/conversation.png","","","failed","0","The remote server returned an error: (404) Not Found."
"http://www.personalstrengthsuk.com/images/theory/blu_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/bluegreen_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/green_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/hub_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/red_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/redblue_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
"http://www.personalstrengthsuk.com/images/theory/redgreen_RGB.gif","","","failed","0","The remote server returned an error: (522) <none>."
